Titel,Beschreibung,Breitengrad,Längengrad,Exakte Koordinaten,Adresse,Datei,Region,Periode,Beschreibung.1,Quelle,Urheber:in,Referenz,Title,Description,Periode,Urheber,Technik,Country,Region,City,Lat,Lon,Coord-Quality-Score,Fallback,Ext-Calls,Deviation_km,Map
Mineral,"Schweiz. Mineralogie. Stück aus Brookit und Quarzteilen bestehend, Kristalle. Aufnahme 1890-1936.",,,Nein,,lcmt-nabi-pctmp_ead_zing_8095_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159911851,Mineral,"Schweiz. Mineralogie. Stück aus Brookit und Quarzteilen bestehend, Kristalle. Aufnahme 1890-1936.",1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
Mineral,Schweiz. Mineralogie. Brookit und Quarz. Kristallgruppe (zu Bild Nr. 8095). Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8096_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159665911,Mineral,Schweiz. Mineralogie. Brookit und Quarz. Kristallgruppe (zu Bild Nr. 8095). Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
Mineral,Schweiz. Mineralogie. Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8097_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159968868,Mineral,Schweiz. Mineralogie. Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Mineral, Haematit, Eisenrosen","Schweiz. Mineralogie. Hämatit, Eisenrosen. Fünf Stück einzeln. Aufnahme 1890-1936.",,,Nein,,lcmt-nabi-pctmp_ead_zing_8098_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159666027,"Mineral, Haematit, Eisenrosen","Schweiz. Mineralogie. Hämatit, Eisenrosen. Fünf Stück einzeln. Aufnahme 1890-1936.",1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Mineral, Byssolith","Schweiz. Mineralogie. Byssolith, drei Stück. Aufnahme 1890-1936.",,,Nein,,lcmt-nabi-pctmp_ead_zing_8099_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159912193,"Mineral, Byssolith","Schweiz. Mineralogie. Byssolith, drei Stück. Aufnahme 1890-1936.",1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Mineral, Apatit","Schweiz. Mineralogie. Apatit, vier Stück. Aufnahme 1890-1936.",,,Nein,,lcmt-nabi-pctmp_ead_zing_8100_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159666115,"Mineral, Apatit","Schweiz. Mineralogie. Apatit, vier Stück. Aufnahme 1890-1936.",1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
Mineral,Schweiz. Mineralogie. Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8101_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159666146,Mineral,Schweiz. Mineralogie. Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Mineral, Rutil","Schweiz. Mineralogie. Institut der ETH. Rutil. Mehrere Stücke verschiedener Grösse, z.T. aus dem Lötschen-, z.T. aus dem Binnental (VS).Aufnahme 1890-1936.",,,Nein,,lcmt-nabi-pctmp_ead_zing_8102_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159968899,"Mineral, Rutil","Schweiz. Mineralogie. Institut der ETH. Rutil. Mehrere Stücke verschiedener Grösse, z.T. aus dem Lötschen-, z.T. aus dem Binnental (VS).Aufnahme 1890-1936.",1890-1936,Rudolf Zinggeler,,Switzerland,Canton du Valais,,,,0,False,0,,
"Mineral, Laumontit",Schweiz. Mineralogie. Institut der ETH. Laumontit. 2 Stück. Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8103_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159912385,"Mineral, Laumontit",Schweiz. Mineralogie. Institut der ETH. Laumontit. 2 Stück. Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
Mineralien,"Schweiz. Mineralogie. Institut der ETH. Skolezit, Desmin, Apophyllit. Aufnahme 1890-1936.",,,Nein,,lcmt-nabi-pctmp_ead_zing_8104_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159912478,Mineralien,"Schweiz. Mineralogie. Institut der ETH. Skolezit, Desmin, Apophyllit. Aufnahme 1890-1936.",1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Mineral, Haematit",Schweiz. Mineralogie. Institut der ETH. Hämatit (Eisenglanz) 4 Stück. Herkunft: Bündner Oberland. Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8105_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159968956,"Mineral, Haematit",Schweiz. Mineralogie. Institut der ETH. Hämatit (Eisenglanz) 4 Stück. Herkunft: Bündner Oberland. Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,,,,0,False,0,,
"Mineral, Haematit","Schweiz. Mineralogie. Institut der ETH. Hämatit, auf Quarz. Herkunft: Bündner Oberland. Aufnahme 1890-1936.",,,Nein,,lcmt-nabi-pctmp_ead_zing_8106_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159666561,"Mineral, Haematit","Schweiz. Mineralogie. Institut der ETH. Hämatit, auf Quarz. Herkunft: Bündner Oberland. Aufnahme 1890-1936.",1890-1936,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,,,,0,False,0,,
"Mineral, Quarz","Schweiz. Mineralogie. Quarz. Vier Exemplare verschiedener Grösse und Form, davon zwei gedrehte. Aufnahme 1890-1936.",,,Nein,,lcmt-nabi-pctmp_ead_zing_8107_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159666615,"Mineral, Quarz","Schweiz. Mineralogie. Quarz. Vier Exemplare verschiedener Grösse und Form, davon zwei gedrehte. Aufnahme 1890-1936.",1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Mineral, Pyrit",Schweiz. Mineralogie. Pyrit. Vier Stücke von verschiedener Grösse. Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8108_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159666668,"Mineral, Pyrit",Schweiz. Mineralogie. Pyrit. Vier Stücke von verschiedener Grösse. Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Mineral, Bohnerz",Schweiz. Mineralogie. Bohnerz. Drei Stücke von verschiedener Grösse. Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8109_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159666730,"Mineral, Bohnerz",Schweiz. Mineralogie. Bohnerz. Drei Stücke von verschiedener Grösse. Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Mineral, Markasit",Schweiz. Mineralogie. Markasit. Drei Exemplare. Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8110_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159666790,"Mineral, Markasit",Schweiz. Mineralogie. Markasit. Drei Exemplare. Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
Mineral,Schweiz. Mineralogie. (Bohnerz?) ein Klumpen. Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8111_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159666928,Mineral,Schweiz. Mineralogie. (Bohnerz?) ein Klumpen. Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
Mineral,Schweiz. Mineralogie. Mesitinspat (?) Klumpen mit blättrigem Ueberzug. Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8112_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159666930,Mineral,Schweiz. Mineralogie. Mesitinspat (?) Klumpen mit blättrigem Ueberzug. Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Mineral, Rutilnadeln","Schweiz. Mineralogie. Rutilnadeln, auf anderem Gestein gewachsen (Vergrösserung). Aufnahme 1890-1936.",,,Nein,,lcmt-nabi-pctmp_ead_zing_8113_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159666962,"Mineral, Rutilnadeln","Schweiz. Mineralogie. Rutilnadeln, auf anderem Gestein gewachsen (Vergrösserung). Aufnahme 1890-1936.",1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Mineral, Rutilnadeln",Schweiz. Mineralogie. Gruppe mit einzelnen Rutilnadeln nebst andern Bildungen (Vergrösserung). Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8114_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159667003,"Mineral, Rutilnadeln",Schweiz. Mineralogie. Gruppe mit einzelnen Rutilnadeln nebst andern Bildungen (Vergrösserung). Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Mineral, Fluorit, Calcit",Schweiz. Mineralogie. Fluorit und Calzit (am gleichen Stück). Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8115_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159667032,"Mineral, Fluorit, Calcit",Schweiz. Mineralogie. Fluorit und Calzit (am gleichen Stück). Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
Mineral,"Schweiz. Mineralogie. Fluorit, Calzit(?). Aufnahme 1890-1936.",,,Nein,,lcmt-nabi-pctmp_ead_zing_8116_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159667067,Mineral,"Schweiz. Mineralogie. Fluorit, Calzit(?). Aufnahme 1890-1936.",1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Mineral, Rutil, Apatit, Quarz, Chlorit","Schweiz. Mineralogie. Rutil, Apatit, Quarz, Chlorit (an einem Stück). Aufnahme 1890-1936.",,,Nein,,lcmt-nabi-pctmp_ead_zing_8117_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159667092,"Mineral, Rutil, Apatit, Quarz, Chlorit","Schweiz. Mineralogie. Rutil, Apatit, Quarz, Chlorit (an einem Stück). Aufnahme 1890-1936.",1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
Mineral,"Schweiz. Mineralogie. Rutil, Apatit, Quarz, Chlorit (an einem Stück). Aufnahme 1890-1936.",,,Nein,,lcmt-nabi-pctmp_ead_zing_8118_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159912697,Mineral,"Schweiz. Mineralogie. Rutil, Apatit, Quarz, Chlorit (an einem Stück). Aufnahme 1890-1936.",1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
Mineral,Schweiz. Mineralogie. Pyrit (?); grosser Klumpen mit viel Kristallen. Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8119_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159667172,Mineral,Schweiz. Mineralogie. Pyrit (?); grosser Klumpen mit viel Kristallen. Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Mineral, Bohnerz",Schweiz. Mineralogie. Bohnerz. Eine Anzahl einzelner Kügelchen. Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8120_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159912754,"Mineral, Bohnerz",Schweiz. Mineralogie. Bohnerz. Eine Anzahl einzelner Kügelchen. Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Mineral, Rauchquarz","Schweiz. Mineralogie. Rauchquarz, drei Stück. Aufnahme 1890-1936.",,,Nein,,lcmt-nabi-pctmp_ead_zing_8121_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159969113,"Mineral, Rauchquarz","Schweiz. Mineralogie. Rauchquarz, drei Stück. Aufnahme 1890-1936.",1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
Mineral,Schweiz. Mineralogie. Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8122_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159667340,Mineral,Schweiz. Mineralogie. Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
Mineral,Schweiz. Mineralogie. Siderit (?). Zwei Stück mit verschieden groben Partikeln. Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8123_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159667385,Mineral,Schweiz. Mineralogie. Siderit (?). Zwei Stück mit verschieden groben Partikeln. Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
Mineral,"Schweiz. Mineralogie. Achatähnliches Mineral; zwei Stück, deren eines teilweise blätterig verwittert. Aufnahme 1890-1936.",,,Nein,,lcmt-nabi-pctmp_ead_zing_8124_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159667397,Mineral,"Schweiz. Mineralogie. Achatähnliches Mineral; zwei Stück, deren eines teilweise blätterig verwittert. Aufnahme 1890-1936.",1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
Mineral,Schweiz. Mineralogie. Mineralklumpen mit mehreren kräftigen Pyrit (?)-Kristallen. Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8125_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159667422,Mineral,Schweiz. Mineralogie. Mineralklumpen mit mehreren kräftigen Pyrit (?)-Kristallen. Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Mineral, Pyrit",Schweiz. Mineralogie. Pyrit. Zwei Stück verschiedener Form und Volumens. Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8126_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159667445,"Mineral, Pyrit",Schweiz. Mineralogie. Pyrit. Zwei Stück verschiedener Form und Volumens. Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
Mineral,"Schweiz. Mineralogie. Turmalin (?); vier Stück, eines separat, drei auf natürlicher Steinunterlage (Kalkstein?). Aufnahme 1890-1936.",,,Nein,,lcmt-nabi-pctmp_ead_zing_8127_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159667476,Mineral,"Schweiz. Mineralogie. Turmalin (?); vier Stück, eines separat, drei auf natürlicher Steinunterlage (Kalkstein?). Aufnahme 1890-1936.",1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
Mineral,Schweiz. Mineralogie. Carbonat (?); zwei Exemplare. Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8128_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159667515,Mineral,Schweiz. Mineralogie. Carbonat (?); zwei Exemplare. Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
Mineral,Schweiz. Mineralogie. Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8129_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159667551,Mineral,Schweiz. Mineralogie. Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Mineral, Quarz mit Rutilnadeln",Schweiz. Mineralogie. Quarz mit Rutilnadeln im Innern. Mehrteilige Gruppe von verschieden grossen Kristallen. Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8130_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159667594,"Mineral, Quarz mit Rutilnadeln",Schweiz. Mineralogie. Quarz mit Rutilnadeln im Innern. Mehrteilige Gruppe von verschieden grossen Kristallen. Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Mineral, Quarz mit Rutil",Schweiz. Mineralogie. Quarz mit Rutilnadeln (Variant Aufnahme zu 8130). Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8131_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159667637,"Mineral, Quarz mit Rutil",Schweiz. Mineralogie. Quarz mit Rutilnadeln (Variant Aufnahme zu 8130). Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Mineral, Quarz, Rutil",Schweiz. Mineralogie. Quarz mit Rutilnadeln (Variant Aufnahme zu 8130). Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8132_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159667886,"Mineral, Quarz, Rutil",Schweiz. Mineralogie. Quarz mit Rutilnadeln (Variant Aufnahme zu 8130). Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Mineral, Quarz mit Rutil",Schweiz. Mineralogie. Quarz mit Rutilnadeln (Variant Aufnahme zu 8130). Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8133_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159667883,"Mineral, Quarz mit Rutil",Schweiz. Mineralogie. Quarz mit Rutilnadeln (Variant Aufnahme zu 8130). Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Mineral, Eisenrosen",Schweiz. Mineralogie. Eisenrosen: Hämatit. Mehrere Exemplare auf natürlicher Steinunterlage. Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8134_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159668062,"Mineral, Eisenrosen",Schweiz. Mineralogie. Eisenrosen: Hämatit. Mehrere Exemplare auf natürlicher Steinunterlage. Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Mineral, Anatas",Schweiz. Mineralogie. Anatas. Eine Menge kleiner Kristalle auf natürlicher Steinunterlage. Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8135_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159912986,"Mineral, Anatas",Schweiz. Mineralogie. Anatas. Eine Menge kleiner Kristalle auf natürlicher Steinunterlage. Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Mineral, Quarz",Schweiz. Mineralogie. Quarz (Rauch-?). Grosser und kleiner Turm. Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8136_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159668221,"Mineral, Quarz",Schweiz. Mineralogie. Quarz (Rauch-?). Grosser und kleiner Turm. Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
Mineral,"Schweiz. Mineralogie. Krokit (?). Klumpen, von einem Neztwerk ineinander verwachsener Stäbe überzogen. Aufnahme 1890-1936.",,,Nein,,lcmt-nabi-pctmp_ead_zing_8137_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159668274,Mineral,"Schweiz. Mineralogie. Krokit (?). Klumpen, von einem Neztwerk ineinander verwachsener Stäbe überzogen. Aufnahme 1890-1936.",1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Mineral, Rauchquarz",Schweiz. Mineralogie. Rauchquarz. Grösserer Turm auf natürlicher Unterlage. Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8138_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159668343,"Mineral, Rauchquarz",Schweiz. Mineralogie. Rauchquarz. Grösserer Turm auf natürlicher Unterlage. Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Mineral, Rauchquarz mit Rutil","Schweiz. Mineralogie. Quarz mit Rutil. Drei verschieden grosse Exemplare, separat. Aufnahme 1890-1936.",,,Nein,,lcmt-nabi-pctmp_ead_zing_8139_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159668396,"Mineral, Rauchquarz mit Rutil","Schweiz. Mineralogie. Quarz mit Rutil. Drei verschieden grosse Exemplare, separat. Aufnahme 1890-1936.",1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Mineral, Korrodierter Quarz",Schweiz. Mineralogie. Quarz. Klumpen mit korrodierten Flächen. Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8140_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159668453,"Mineral, Korrodierter Quarz",Schweiz. Mineralogie. Quarz. Klumpen mit korrodierten Flächen. Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
"Mineral, Rauchquarz",Schweiz. Mineralogie. Rauchquarz. Zwei Exemplare. Aufnahme 1890-1936.,,,Nein,,lcmt-nabi-pctmp_ead_zing_8141_pctmp.jpg,,1890-1936,,Schweizerische Nationalbibliothek,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M159913030,"Mineral, Rauchquarz",Schweiz. Mineralogie. Rauchquarz. Zwei Exemplare. Aufnahme 1890-1936.,1890-1936,Rudolf Zinggeler,,Switzerland,,,,,0,False,0,,
