City;Breitengrad;Längengrad;Name;Beschreibung;firstBreitengrad;firstLängengrad;Exakte Koordinaten;Adresse;Datei;Periode;Quelle;Urheber:in;Referenz;;;
Regensberg;47.48295;8.43791;Regensberg, Ortsteilansicht;Regensberg ZH. Landschaft und Siedlung. Teilansicht de Städtchens (Mittelgrund) von Westen, zwischen zwei Baumsilhouetten des Vordergrundes hindurch, an einem neblig-sonnigen Spätherbsttag;47.4827643;8.4374038;Nein;Regensberg;lcmt-nabi-pctmp_ead_zing_6790_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161146780;;;
Regensberg;47.48295;8.43791;Regensberg, Ortsgesamtansicht;Regensberg ZH. Landschaft, Siedlung, Vegetation. Ansicht des Städtchens (Mittelgrund) von Westen (vom Anstieg zu den Lägern aus). Im Vordergrund Wiesland, Laub- und Nadelbäume;47.4827643;8.4374038;Nein;Regensberg;lcmt-nabi-pctmp_ead_zing_6791_pctmp.jpg;circa 1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161146823;;;
Regensberg;47.48295;8.43791;Regensberg, Teilinnenansicht eines Hauses;Regensberg ZH. Haus. Detail der Innen-Ausstattung: Reichbemalter Keramikofen mit Ofensitz, ebenfalls aus Keramik und bemalt (ehemals Haus von Konsul jAngst?);47.4827643;8.4374038;Nein;Regensberg;lcmt-nabi-pctmp_ead_zing_6792_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161146873;;;
Regensberg;47.48295;8.43791;Regensberg, Ortsteilansicht;Regensberg ZH. Landschaft, Siedlung, Vegetation. Teilansicht des Städtchens von Westen, mit viel Baum-Vegetation in der nächsten Umgebung;47.4827643;8.4374038;Nein;Regensberg;lcmt-nabi-pctmp_ead_zing_6793_pctmp.jpg;circa 1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161146923;;;
Regensberg;47.483151;8.4387044;Regensberg, Kirche, Gesamtaussenansicht;Regensberg ZH. Dorfbild. Die Kirche inmitten ihrer nächstsen Nachbarhäuser, von Südostsen gesehen;47.4827643;8.4374038;Nein;Regensberg;lcmt-nabi-pctmp_ead_zing_6794_pctmp.jpg;circa 1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161192833;;;
Kappel am Albis;47.22811;8.52727;Kappel am Albis, Klosterkirche, Teilaussenansicht;Kappel am Albis ZH. Klosterkirche. Aussenansicht von Nordwesten. Fassade und linke Seitenwand;47.2288482;8.5251335;Nein;Kappel am Albis;lcmt-nabi-pctmp_ead_zing_6795_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161179464;;;
Hausen am Albis;;;Hausen am Albis, Ortsteilansicht [Lokalisierung unsicher];Kappel am Albis ZH? Bauernhaus, altes. In Riegelbautechnik mit Blumen- und Gemüsegarten;47.2438769;8.534235;Nein;Hausen am Albis;lcmt-nabi-pctmp_ead_zing_6796_pctmp.jpg;circa 1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161179515;;;
Kappel am Albis;47.22811;8.52727;Kappel am Albis, Klosterkirche, Teilinnenansicht;Kappel am Albis ZH. Klosterkirche. Innenansicht. Blick durch das Langhaus gegen den Chor;47.2288482;8.5251335;Nein;Kappel am Albis;lcmt-nabi-pctmp_ead_zing_6797_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161179616;;;
Kappel am Albis;47.22811;8.52727;Kappel am Albis, Klosterkirche, Teilinnenansicht;Kappel am Albis ZH. Klosterkirche. Innenansicht. Blick in eine Seitenkapelle des südlichen Querschiffes;47.2288482;8.5251335;Nein;Kappel am Albis;lcmt-nabi-pctmp_ead_zing_6799_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161179701;;;
Kappel am Albis;47.22811;8.52727;Kappel am Albis, Klosterkirche, Teilaussenansicht;Kappel am Albis ZH. Klosterkirche. Detail des Aeusseren. Seitenportal am nördlichen Querschiff;47.2288482;8.5251335;Nein;Kappel am Albis;lcmt-nabi-pctmp_ead_zing_6800_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161179762;;;
Kappel am Albis;47.22811;8.52727;Kappel am Albis, Klosterkirche, Teilinnenansicht;Kappel am Albis ZH. Klosterkirche. Innenansicht, Detail: steinerne Pontifikalsitze im Chor;47.2288482;8.5251335;Nein;Kappel am Albis;lcmt-nabi-pctmp_ead_zing_6801_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161179867;;;
Kappel am Albis;47.22811;8.52727;Kappel am Albis, Klosterkirche, Teilaussenansicht;Kappel am Albis ZH. Klosterkirche. Innenansicht, Detail: Spitzbogenpforte und Inschrifttafel an der Stirnwand des südlichen Querschiffes;47.2288482;8.5251335;Nein;Kappel am Albis;lcmt-nabi-pctmp_ead_zing_6802_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161179913;;;
Kappel am Albis;47.22811;8.52727;Kappel am Albis, Klosterkirche, Teilinnenansicht;Kappel am Albis ZH. Klosterkirche. Detail der Innenausstattung: Teilansicht des Chorgestühles;47.2288482;8.5251335;Nein;Kappel am Albis;lcmt-nabi-pctmp_ead_zing_6803_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161207920;;;
Kappel am Albis;47.22811;8.52727;Kappel am Albis, Teilinnenansicht;Kappel am Albis ZH. Klosterkirche. Detail der Innenausstattung: Teilansicht des Chorgestühles;47.2288482;8.5251335;Nein;Kappel am Albis;lcmt-nabi-pctmp_ead_zing_6804_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161193007;;;
Kappel am Albis;47.22811;8.52727;Kappel am Albis, Ortsteilansicht;"Kappel am Albis ZH. Gebäudegruppe bei und mit der Klosterkirche, Ostseite; im Vordergrund ein Teich";47.2288482;8.5251335;Nein;Kappel am Albis;lcmt-nabi-pctmp_ead_zing_6805_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161180271;;;
Kappel am Albis;47.22811;8.52727;Kappel am Albis, Klosterkirche, Teilansicht;Kappel am Albis ZH. Die Klosterkirche, Aussenansicht von Südosten;47.2288482;8.5251335;Nein;Kappel am Albis;lcmt-nabi-pctmp_ead_zing_6806_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161193044;;;
Kappel am Albis;47.22811;8.52727;Kappel am Albis, Klosterkirche, Landschaft;Kappel am Albis ZH. Gedenkstätte zu Zwinglis Tod. Teilansicht der Anlage mit dem Gedenkstein. Durchblick gegen die Klosterkirche;47.2288482;8.5251335;Nein;Kappel am Albis;lcmt-nabi-pctmp_ead_zing_6807_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161193109;;;
Kappel am Albis;47.2322836;8.5268614;Kappel am Albis, Zwingligedenkstein, Gesamtansicht;Kappel am Albis ZH. Zwingli-Gedenkstätte. Der Gedenkstein, Frontalansicht mit der Zugangstreppe zu der Anlage;47.2288482;8.5251335;Nein;Kappel am Albis;lcmt-nabi-pctmp_ead_zing_6808_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161180456;;;
Hausen am Albis;47.26763;8.50991;Hausen am Albis, Landschaft;"Hausen am Albis ZH. Türlerseelandschaft. Teilansicht des Sees mit hügeligwaldigen Uferpartien; Blick von Norden gegen Süden";47.2438769;8.534235;Nein;Hausen am Albis;lcmt-nabi-pctmp_ead_zing_6809_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161180511;;;
Hausen am Albis;47.26763;8.50991;Hausen am Albis, Landschaft;Hausen am Albis ZH. Landschaft, Vegetation. Motiv mit Laub- und jungen Tannenbäumen auf einer Wiese beim Türlersee;47.2438769;8.534235;Nein;Hausen am Albis;lcmt-nabi-pctmp_ead_zing_6810_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161193158;;;
Hausen am Albis;47.26763;8.50991;Hausen am Albis, Ortsteilansicht;Hausen am Albis ZH. Landschaft, Behausung. Weg und Bauernhaus am Zugang zum Türlersee;47.2438769;8.534235;Nein;Hausen am Albis;lcmt-nabi-pctmp_ead_zing_6811_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161193312;;;
Hausen am Albis;47.26763;8.50991;Hausen am Albis, Landschaft;Hausen am Albis ZH. Landschaft am Türlersee. Teilansicht des Sees und der östlichen Uferpartie mit Vegetation und Bootshaus;47.2438769;8.534235;Nein;Hausen am Albis;lcmt-nabi-pctmp_ead_zing_6812_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161180974;;;
Hausen am Albis;47.26763;8.50991;Hausen am Albis, Landschaft;Hausen am Albis ZH. Landschaft, Vegetation. Ausblick von der Strasse Oberalbis-Hausen gegen Westen auf den Türlersee;47.2438769;8.534235;Nein;Hausen am Albis;lcmt-nabi-pctmp_ead_zing_6813_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161181054;;;
Hausen am Albis;47.26763;8.50991;Hausen am Albis, Landschaft;Hausen am Albis ZH. Türlerseelandschaft. Blick vom Westufer über den See hinweg gegen Südosten und auf den Bürglen;47.2438769;8.534235;Nein;Hausen am Albis;lcmt-nabi-pctmp_ead_zing_6814_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161181275;;;
Hausen am Albis;47.26763;8.50991;Hausen am Albis, Landschaft;Hausen am Albis ZH. Türlerseelandschaft. Blick vom nordwestlichen Ufer über den See hinweg gegen Südosten und auf den Bürglen und die Gegend von Hausen;47.2438769;8.534235;Nein;Hausen am Albis;lcmt-nabi-pctmp_ead_zing_6815_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161193361;;;
Hausen am Albis;47.26763;8.50991;Hausen am Albis, Landschaft;"Hausen am Albis ZH. Türlerseelandschaft. Blick von Norden aus über den westlichen Seeteil und das Westufer entlang gegen Süden; Wiese mit Laubbaum";47.2438769;8.534235;Nein;Hausen am Albis;lcmt-nabi-pctmp_ead_zing_6816_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161181536;;;
Hausen am Albis;47.26763;8.50991;Hausen am Albis, Landschaft;Hausen am Albis ZH. Türlerseelandschaft. Blick vom Nordufer aus über den ganzen See hin gegen Süden;47.2438769;8.534235;Nein;Hausen am Albis;lcmt-nabi-pctmp_ead_zing_6817_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161181608;;;
Hausen am Albis;47.26763;8.50991;Hausen am Albis, Landschaft;Hausen am Albis ZH. Türlerseelandschaft. Eine Gruppe von Knaben in Badetenue. Aufnahme 1928.;47.2438769;8.534235;Nein;Hausen am Albis;lcmt-nabi-pctmp_ead_zing_6818_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161193404;;;
Hausen am Albis;47.26763;8.50991;Hausen am Albis, Landschaft;Hausen am Albis ZH. Türlerseelandschaft. Blick aus dem Norden des Sees gegen Süden;47.2438769;8.534235;Nein;Hausen am Albis;lcmt-nabi-pctmp_ead_zing_6819_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161181945;;;
Hausen am Albis;47.26763;8.50991;Hausen am Albis, Landschaft;Hausen am Albis ZH. Türlerseelandschaft. Blick von der Kantonsstrasse Oberalbis-Hausen aus über den Weiler Türlen hinweg auf den See und nach Westen;47.2438769;8.534235;Nein;Hausen am Albis;lcmt-nabi-pctmp_ead_zing_6820_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161182040;;;
Hausen am Albis;47.26763;8.50991;Hausen am Albis, Landschaft;Hausen am Albis ZH. Türlerseelandschaft. Blick von einem abfallenden Wiesengelände am Nordwestufer aus über den See hinweg gegen Südosten;47.2438769;8.534235;Nein;Hausen am Albis;lcmt-nabi-pctmp_ead_zing_6821_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161193447;;;
Hausen am Albis;47.24496;8.53299;Hausen am Albis, Ortsteilansicht;Hausen am Albis ZH. Bauernhaus, altes, in Riegelbautechnik am Zugangsweg zum Türlersee im Weiler Türlen;47.2438769;8.534235;Nein;Hausen am Albis;lcmt-nabi-pctmp_ead_zing_6822_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161182256;;;
Kilchberg;47.32438;8.54548;Kilchberg (ZH), Landschaft;Kilchberg ZH. Winterfreuden. Pferdeschlitten mit Fuhrwerks, Fuhrmann und Pferd (zu Bild Nr. 6824);47.3225316;8.5459483;Nein;Kilchberg ZH;lcmt-nabi-pctmp_ead_zing_6824_pctmp.jpg;circa 1900;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159994960;;;
Kilchberg;47.32438;8.54548;Kilchberg (ZH), Haus Lips, Teilaussenansicht;Kilchberg ZH. Dorfidylle. Altes Riegelhaus 'Haus Lips' mit landschaftlicher Umgebung (zu Bildern Nr. 6838, 6875);47.3225316;8.5459483;Nein;Kilchberg ZH;lcmt-nabi-pctmp_ead_zing_6825_pctmp.jpg;circa 1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161193500;;;
Kilchberg;47.3162336;8.5422297;Kilchberg (ZH), Friedhof, Teilansicht;Kilchberg ZH. Friedhof. Teilansicht;47.3225316;8.5459483;Nein;Kilchberg ZH;lcmt-nabi-pctmp_ead_zing_6826_pctmp.jpg;circa 1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161182429;;;
Kilchberg;47.317795;8.5416959;Kilchberg (ZH, Ortsteilansicht;"Kilchberg ZH. Dorfbild. Ziehbrunnen; schmales Gässchen, Bauern- und Bürgerhäuser älterer Bauart im Hof bei der Kirche";47.3225316;8.5459483;Nein;Kilchberg ZH;lcmt-nabi-pctmp_ead_zing_6827_pctmp.jpg;circa 1929;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161182478;;;
Horgen;47.1452626;8.7552204;Horgen, Landschaft;Horgen ZH. Landschaft. Waldpartie mit Strasse auf Horgenberg;47.260692;8.5976831;Nein;Horgen;lcmt-nabi-pctmp_ead_zing_6828_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159611797;;;
Kilchberg;47.32438;8.54548;Kilchberg (ZH), Ortsteilansicht;"Kilchberg ZH. Landschaft, Dorfbild. Ausblick vom Garten der Villa Z. gegen Südosten: seeaufwärts gegen den Glärnisch; mit Dorf Kilchberg (zu Bild Nr. 6832)";47.3225316;8.5459483;Nein;Kilchberg ZH;lcmt-nabi-pctmp_ead_zing_6829_pctmp.jpg;circa 1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161182536;;;
Kilchberg;47.32438;8.54548;Kilchberg (ZH), Ortsteilansicht;Kilchberg ZH. Zürichseelandschaft. Ausblick von der Halde gegen Nordosten: gegen den Zürichberg und Adlisberg mit Quartiere der Stadt Zürich (zu Bild Nr. 6831);47.3225316;8.5459483;Nein;Kilchberg ZH;lcmt-nabi-pctmp_ead_zing_6830_pctmp.jpg;circa 1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161182583;;;
Kilchberg;47.32438;8.54548;Kilchberg (ZH), Ortsteilansicht;Kilchberg ZH. Zürichseelandschaft, Dorfbild. Ausblick von der Halde gegen Nordosten (zu Bild Nr. 6830);47.3225316;8.5459483;Nein;Kilchberg ZH;lcmt-nabi-pctmp_ead_zing_6831_pctmp.jpg;circa 1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161182718;;;
Kilchberg;47.32438;8.54548;Kilchberg (ZH), Ortsteilansicht;Kilchberg ZH. Landschaft, Dorfbild. Blick über eine Halde und Häuser, gegen Südosten (zu Bild Nr. 6829);47.3225316;8.5459483;Nein;Kilchberg ZH;lcmt-nabi-pctmp_ead_zing_6832_pctmp.jpg;circa 1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161182729;;;
Kilchberg;47.2313;8.7034;Kilchberg (ZH), Zürichsee, Landschaft;Kilchberg ZH. Landschaft, Dorfbild. Blick über einen am See gelegenen Dorfteil hinweg in südöstlicher Richtung auf den See und gegen den Glärnisch;47.3225316;8.5459483;Nein;Kilchberg ZH;lcmt-nabi-pctmp_ead_zing_6833_pctmp.jpg;circa 1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161193546;;;
Kilchberg;47.32438;8.54548;Kilchberg (ZH), Haus, Teilaussenansicht;"Kilchberg ZH. Wohnhaus. Neuzeitliches Wohnhaus aud den obern Zwanzigerjahren; davor Rebpflanzung";47.3225316;8.5459483;Nein;Kilchberg ZH;lcmt-nabi-pctmp_ead_zing_6834_pctmp.jpg;circa 1930;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161183069;;;
Kilchberg;47.32438;8.54548;Kilchberg (ZH), Haus, Teilaussenansicht;Kilchberg ZH. Dorfbild. Neuzeitliches Wohnhaus mit seiner nächsten Umgebung;47.3225316;8.5459483;Nein;Kilchberg ZH;lcmt-nabi-pctmp_ead_zing_6835_pctmp.jpg;circa 1930;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161183233;;;
Kilchberg;47.32438;8.54548;Kilchberg (ZH), Haus, Teilaussenansicht;Kilchberg ZH. Dorfbild, Wohnkultur. Neuzeitliches Wohnhäuser mit Garten, an Dorfhalde;47.3225316;8.5459483;Nein;Kilchberg ZH;lcmt-nabi-pctmp_ead_zing_6836_pctmp.jpg;circa 1930;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161183297;;;
Kilchberg;47.317795;8.5416959;Kilchberg (ZH), Kirche, Teilaussenansicht;Kilchberg ZH. Kirche, Friedhof, Dorfbild. Teil-Aussenansicht der Kirche, Teile der Friedhofanlagen;47.3225316;8.5459483;Nein;Kilchberg ZH;lcmt-nabi-pctmp_ead_zing_6837_pctmp.jpg;circa 1930;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161183423;;;
Kilchberg;47.32438;8.54548;Kilchberg (ZH), Haus Lips, Teilaussenansicht;Kilchberg ZH. Dorfidylle. Altes, bäuerliches Riegelhaus 'Haus Lips' mit Vegetation (zu Bildern Nr. 6825, 6875);47.3225316;8.5459483;Nein;Kilchberg ZH;lcmt-nabi-pctmp_ead_zing_6838_pctmp.jpg;circa 1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161183467;;;
Kilchberg;47.3162336;8.5422297;Kilchberg (ZH), Friedhof, Teilansicht;Kilchberg ZH. Friedhof. Grabstätte mit Steinsarkophag und zwei Säulen (Casp. Scheller, gest. 1923);47.3225316;8.5459483;Nein;Kilchberg ZH;lcmt-nabi-pctmp_ead_zing_6839_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159616907;;;
Kilchberg;47.317795;8.5416959;Kilchberg (ZH), Kirche, Teilaussenansicht;Kilchberg ZH. Dorfbild, Kirche. Blick über eine Wiese mit blühenden Obstbäumen nach der Kirche hin;47.3225316;8.5459483;Nein;Kilchberg ZH;lcmt-nabi-pctmp_ead_zing_6840_pctmp.jpg;circa 1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161183655;;;
Kilchberg;47.32438;8.54548;Kilchberg (ZH), Haus Tannenburg, Teilaussenansicht;Kilchberg ZH. Dorfbild, Wohnhaus. Zweifamilienhaus mit Obstgarten an der Dorfstrasse;47.3225316;8.5459483;Nein;Kilchberg ZH;lcmt-nabi-pctmp_ead_zing_6841_pctmp.jpg;circa 1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161183674;;;
Kilchberg;47.3162336;8.5422297;Kilchberg (ZH), Friedhof, Teilansicht;Kilchberg ZH. Friedhof. Gräber mit viel Vegetation;47.3225316;8.5459483;Nein;Kilchberg ZH;lcmt-nabi-pctmp_ead_zing_6842_pctmp.jpg;circa 1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161183735;;;
Kilchberg;47.32438;8.54548;Kilchberg (ZH), Haus, Teilansicht des Gebäudes;"Kilchberg ZH. Eine bürgerliche Villa (Villa Z.); Südseite mit Gartenpartie (zu Bild Nr. 6844). Aufnahme 1890-1936.";47.3225316;8.5459483;Nein;Kilchberg ZH;lcmt-nabi-pctmp_ead_zing_6843_pctmp.jpg;circa 1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161183798;;;
Kilchberg;47.32438;8.54548;Kilchberg (ZH), Haus, Teilansicht des Gebäudes;"Kilchberg ZH. Eine bürgerliche Villa (Villa Z.); Südseite mit Gartenpartie (zu Bild Nr. 6843). Aufnahme 1890-1936.";47.3225316;8.5459483;Nein;Kilchberg ZH;lcmt-nabi-pctmp_ead_zing_6844_pctmp.jpg;circa 1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161183852;;;
Kilchberg;47.32438;8.54548;Kilchberg (ZH), Haus, Teilaussenansicht;Kilchberg ZH. Das Wohnhaus des 20. Jahrhunderts. Privathaus aus den 20. Jahrhunderts an der Dorfhalde, mit Garten (zu Bild Nr. 6846);47.3225316;8.5459483;Nein;Kilchberg ZH;lcmt-nabi-pctmp_ead_zing_6845_pctmp.jpg;circa 1930;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161184115;;;
Kilchberg;47.32438;8.54548;Kilchberg (ZH), Haus, Teilaussenansicht;Kilchberg ZH. Das Wohnhaus des 20. Jahrhunderts (zu Bild Nr. 6845);47.3225316;8.5459483;Nein;Kilchberg ZH;lcmt-nabi-pctmp_ead_zing_6846_pctmp.jpg;circa 1930;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161184138;;;
Kilchberg;47.32438;8.54548;Kilchberg (ZH), Haus, Teilansicht des Gebäudes;Kilchberg ZH. Das Wohnhaus des 20. Jahrhunderts. Durchblick zwischen Baumsilhouetten (zu Bild Nr. 6848). Aufnahme 1890-1936.;47.3225316;8.5459483;Nein;Kilchberg ZH;lcmt-nabi-pctmp_ead_zing_6847_pctmp.jpg;circa 1930;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161193608;;;
Kilchberg;47.32438;8.54548;Kilchberg (ZH), Haus, Teilaussenansicht;Kilchberg ZH. Dorfbild. Das Wohnhaus des 20. Jahrhunderts (zu Bild Nr. 6847);47.3225316;8.5459483;Nein;Kilchberg ZH;lcmt-nabi-pctmp_ead_zing_6848_pctmp.jpg;circa 1930;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161184370;;;
Kilchberg;47.32438;8.54548;Kilchberg (ZH), Haus, Teilaussenansicht;Kilchberg ZH. Landschaftsmotiv, Dorfbild. Das Wohnhaus des 20. Jahrhunderts. Zweifamilienhaus mit Umschwung: Garten, Waldparzelle, Rebberg, an Halde;47.3225316;8.5459483;Nein;Kilchberg ZH;lcmt-nabi-pctmp_ead_zing_6849_pctmp.jpg;circa 1930;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161184453;;;
Kilchberg;47.32438;8.54548;Kilchberg (ZH), Ortsteilansicht;Kilchberg ZH. Dorfbild. Das Wohnhaus des 20. Jahrhunderts. Neuzeitliche Bürgerhäuser aus den Zwanzigerjahren;47.3225316;8.5459483;Nein;Kilchberg ZH;lcmt-nabi-pctmp_ead_zing_6850_pctmp.jpg;circa 1930;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161184489;;;
