Titel,Beschreibung,Breitengrad,Längengrad,Exakte Koordinaten,Adresse,Datei,Periode,Beschreibung.1,Quelle,Urheber:in,Referenz,Title,Description,Periode,Urheber,Technik,Country,Region,City,Lat,Lon,Coord-Quality-Score,Fallback,Ext-Calls,Deviation_km,Map
"Unterägeri, Ortsgesamtansicht","Unterägeri ZG. Landschaft des Aegerisees und -tals, gesehen von Westen: vom Zugerberg aus; im VG eine Tannenwaldkulisse'",47.1374124,8.584483,Nein,Unterägeri,lcmt-nabi-pctmp_ead_zing_13329_pctmp.jpg,1915,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163031085,"Unterägeri, Ortsgesamtansicht","Unterägeri ZG. Landschaft des Aegerisees und -tals, gesehen von Westen: vom Zugerberg aus; im VG eine Tannenwaldkulisse'",1915,Rudolf Zinggeler,,Switzerland,Kanton Zug,Unterägeri,47.13645,8.5853,3,True,0,0.12,https://www.openstreetmap.org/?mlat=47.13645&mlon=8.5853&zoom=14
"Zug, Zugerberg, Landschaft",Zug ZG. Landschaft auf dem Zugerberg. Weite Wiesenmulde mit Strässchen; Waldpartie mit Hotels; Blick von Norden gegen Süden. Aufnahme 1915.,47.1486137,8.5539378,Nein,Zug,lcmt-nabi-pctmp_ead_zing_13330_pctmp.jpg,1915,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163031142,"Zug, Zugerberg, Landschaft",Zug ZG. Landschaft auf dem Zugerberg. Weite Wiesenmulde mit Strässchen; Waldpartie mit Hotels; Blick von Norden gegen Süden. Aufnahme 1915.,1915,Rudolf Zinggeler,,Switzerland,Kanton Zug,Zug,47.14254,8.54193,5,False,0,1.13,https://www.openstreetmap.org/?mlat=47.14254&mlon=8.54193&zoom=14
"Oberwil bei Zug, Zugersee, Landschaft",Oberwil ZG. Zugerseelandschaft. Ufergelände mit Blick gegen Norden über den östlichen Teil des Sees hinweg gegen Zug und nach dem Albisgrat.,47.1622163,8.5187818,Nein,Oberwil b. Zug,lcmt-nabi-pctmp_ead_zing_13331_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163031221,"Oberwil bei Zug, Zugersee, Landschaft",Oberwil ZG. Zugerseelandschaft. Ufergelände mit Blick gegen Norden über den östlichen Teil des Sees hinweg gegen Zug und nach dem Albisgrat.,1890-1936,Rudolf Zinggeler,,Switzerland,Kanton Zug,Oberwil b. Zug,47.1313,8.48335,5,False,0,4.36,https://www.openstreetmap.org/?mlat=47.1313&mlon=8.48335&zoom=14
"Oberägeri, Ortsteilansicht",Oberägeri ZG. Dorfbild. Die Hauptstrasse mit ihren Reihen geschindelter Bauern- und Bürgerhäuser; Blick vom westlichen Dorfeingang dorfeinwärts gegen die Kirche.,47.1347395,8.6132732,Nein,Oberägeri,lcmt-nabi-pctmp_ead_zing_13332_pctmp.jpg,circa 1915,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163031274,"Oberägeri, Ortsteilansicht",Oberägeri ZG. Dorfbild. Die Hauptstrasse mit ihren Reihen geschindelter Bauern- und Bürgerhäuser; Blick vom westlichen Dorfeingang dorfeinwärts gegen die Kirche.,1915,Rudolf Zinggeler,,Switzerland,Kanton Zug,Oberägeri,47.13614,8.6144,3,True,0,0.18,https://www.openstreetmap.org/?mlat=47.13614&mlon=8.6144&zoom=14
"Oberägeri, Landschaft","Oberägeri ZG. Landschaft an und mit dem Aegerisee, von Westen. Im Mittelgrund links das Dorf Oberägeri.",47.1347395,8.6132732,Nein,Oberägeri,lcmt-nabi-pctmp_ead_zing_13333_pctmp.jpg,circa 1915,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163031345,"Oberägeri, Landschaft","Oberägeri ZG. Landschaft an und mit dem Aegerisee, von Westen. Im Mittelgrund links das Dorf Oberägeri.",1915,Rudolf Zinggeler,,Switzerland,Kanton Zug,Oberägeri,47.1217,8.6191,5,False,0,1.52,https://www.openstreetmap.org/?mlat=47.1217&mlon=8.6191&zoom=14
"Unterägeri, Ortsteilansicht","Zug ZG, Unterägeri. Aegeriseelandschaft mit einer Bootslände am Ufer von Unterägeri. Blick gegen Osten",47.1374124,8.584483,Nein,Unterägeri,lcmt-nabi-pctmp_ead_zing_13334_pctmp.jpg,circa 1915,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163031391,"Unterägeri, Ortsteilansicht","Zug ZG, Unterägeri. Aegeriseelandschaft mit einer Bootslände am Ufer von Unterägeri. Blick gegen Osten",1915,Rudolf Zinggeler,,Switzerland,Kanton Zug,Unterägeri,47.1217,8.6191,5,False,0,3.15,https://www.openstreetmap.org/?mlat=47.1217&mlon=8.6191&zoom=14
"Unterägeri, Aegerisee, Teilansicht","Zug ZG, Unterägeri. Aegeriseelandschaft. Blick aus der Umgebung von Unterägeri. über den See hin gegen Südosten",47.1374124,8.584483,Nein,Unterägeri,lcmt-nabi-pctmp_ead_zing_13335_pctmp.jpg,circa 1915,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163031443,"Unterägeri, Aegerisee, Teilansicht","Zug ZG, Unterägeri. Aegeriseelandschaft. Blick aus der Umgebung von Unterägeri. über den See hin gegen Südosten",1915,Rudolf Zinggeler,,Switzerland,Kanton Zug,Unterägeri,47.1217,8.6191,5,False,0,3.15,https://www.openstreetmap.org/?mlat=47.1217&mlon=8.6191&zoom=14
"Unterägeri, Aegerisee","Unterägeri ZG, Aegerisee-Landschaft. Mondnacht über dem See; das Spiel von Hell und Dunkel, von Wasserfläche und Vegetation'",47.1374124,8.584483,Nein,Unterägeri,lcmt-nabi-pctmp_ead_zing_13336_pctmp.jpg,circa 1915,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163031473,"Unterägeri, Aegerisee","Unterägeri ZG, Aegerisee-Landschaft. Mondnacht über dem See; das Spiel von Hell und Dunkel, von Wasserfläche und Vegetation'",1915,Rudolf Zinggeler,,Switzerland,Kanton Zug,Unterägeri,47.1217,8.6191,5,False,0,3.15,https://www.openstreetmap.org/?mlat=47.1217&mlon=8.6191&zoom=14
"Luzern, Ortsteilansicht","Luzern LU. Stadtbild. Der Wasserturm und die Kapellbrücke und Stadtteil am rechten Reussufer mit dem Rathaus, Ansicht von Osten.",47.0505452,8.3054682,Nein,Luzern,lcmt-nabi-pctmp_ead_zing_13337_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163031525,"Luzern, Ortsteilansicht","Luzern LU. Stadtbild. Der Wasserturm und die Kapellbrücke und Stadtteil am rechten Reussufer mit dem Rathaus, Ansicht von Osten.",1890-1936,Rudolf Zinggeler,,Switzerland,Kanton Luzern,Luzern,47.0513,8.30721,5,False,0,0.16,https://www.openstreetmap.org/?mlat=47.0513&mlon=8.30721&zoom=14
"Luzern, Ortsteilansicht",Luzern LU. Stadtbild. Strasse mit einigen Häusern vor und bei der Zugangstreppe zur Kirche St. Leodegar.,47.0505452,8.3054682,Nein,Luzern,lcmt-nabi-pctmp_ead_zing_13338_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163031614,"Luzern, Ortsteilansicht",Luzern LU. Stadtbild. Strasse mit einigen Häusern vor und bei der Zugangstreppe zur Kirche St. Leodegar.,1890-1936,Rudolf Zinggeler,,Switzerland,Kanton Luzern,Luzern,47.0556023,8.3140829,4,False,1,0.86,https://www.openstreetmap.org/?mlat=47.0556023&mlon=8.3140829&zoom=14
"Luzern, Landschaft",Luzern LU. Landfschaftsbild- und Stadtbild an der Luzerner Seebucht. Blick vom nördlichen Quai aus südwärts gegen den Bahnhof und die Schifflände.,47.0505452,8.3054682,Nein,Luzern,lcmt-nabi-pctmp_ead_zing_13339_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163031658,"Luzern, Landschaft",Luzern LU. Landfschaftsbild- und Stadtbild an der Luzerner Seebucht. Blick vom nördlichen Quai aus südwärts gegen den Bahnhof und die Schifflände.,1890-1936,Rudolf Zinggeler,,Switzerland,Kanton Luzern,Luzern,47.05048,8.30635,3,True,0,0.07,https://www.openstreetmap.org/?mlat=47.05048&mlon=8.30635&zoom=14
"Luzern, Ortsteilansicht",Luzern LU. Stadtbild. Quai am rechten Reussufer von Westen nach Osten gesehen mit dem Zurgilgenhaus und der Ausmündung der Kapellbrücke.,47.0505452,8.3054682,Nein,Luzern,lcmt-nabi-pctmp_ead_zing_13340_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163031724,"Luzern, Ortsteilansicht",Luzern LU. Stadtbild. Quai am rechten Reussufer von Westen nach Osten gesehen mit dem Zurgilgenhaus und der Ausmündung der Kapellbrücke.,1890-1936,Rudolf Zinggeler,,Switzerland,Kanton Luzern,Luzern,47.0526457,8.3083286,4,False,1,0.32,https://www.openstreetmap.org/?mlat=47.0526457&mlon=8.3083286&zoom=14
Luzern. Ortsteilansicht,Luzern LU. Stadtbild. Die Dampfboot-Landestelle am Schweizerhofquai. Zwei Dampfboote und einige Ruderboote vor Anker; Blick nach Nordosten.,47.0505452,8.3054682,Nein,Luzern,lcmt-nabi-pctmp_ead_zing_13341_pctmp.jpg,1890-1936,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163031805,Luzern. Ortsteilansicht,Luzern LU. Stadtbild. Die Dampfboot-Landestelle am Schweizerhofquai. Zwei Dampfboote und einige Ruderboote vor Anker; Blick nach Nordosten.,1890-1936,Rudolf Zinggeler,,Switzerland,Kanton Luzern,Luzern,47.0536971,8.3092967,4,False,1,0.45,https://www.openstreetmap.org/?mlat=47.0536971&mlon=8.3092967&zoom=14
"Luzern, Landschaft",Luzern LU. Vierwaldstätterseelandschaft. Eine Dampfboot-Haltestelle; Blick auf den See hinaus.,47.0505452,8.3054682,Nein,Luzern,lcmt-nabi-pctmp_ead_zing_13342_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163031894,"Luzern, Landschaft",Luzern LU. Vierwaldstätterseelandschaft. Eine Dampfboot-Haltestelle; Blick auf den See hinaus.,1910,Rudolf Zinggeler,,Switzerland,Kanton Luzern,Luzern,47.05048,8.30635,3,True,0,0.07,https://www.openstreetmap.org/?mlat=47.05048&mlon=8.30635&zoom=14
"Luzern, Löwendenkmal, Gesamtansicht",Luzern LU. Löwendenkmal. Die Felswand mit der Nische und dem Löwen von schräg links gesehen.,47.0505452,8.3054682,Nein,Luzern,lcmt-nabi-pctmp_ead_zing_13343_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163031959,"Luzern, Löwendenkmal, Gesamtansicht",Luzern LU. Löwendenkmal. Die Felswand mit der Nische und dem Löwen von schräg links gesehen.,1910,Rudolf Zinggeler,,Switzerland,Kanton Luzern,Luzern,47.0584443,8.310868,4,False,1,0.97,https://www.openstreetmap.org/?mlat=47.0584443&mlon=8.310868&zoom=14
"Luzern, Löwendenkmal, Gesamtansicht",Luzern LU. Löwendenkmal. Ansicht mit Weiher von schräg rechts.,47.0505452,8.3054682,Nein,Luzern,lcmt-nabi-pctmp_ead_zing_13344_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163031994,"Luzern, Löwendenkmal, Gesamtansicht",Luzern LU. Löwendenkmal. Ansicht mit Weiher von schräg rechts.,1910,Rudolf Zinggeler,,Switzerland,Kanton Luzern,Luzern,47.0584443,8.310868,4,False,1,0.97,https://www.openstreetmap.org/?mlat=47.0584443&mlon=8.310868&zoom=14
"Luzern, Ortsteilansicht",Luzern LU. Stadtbild. Blick vom Bahnhofquai aus nordwärts gegen das Schweizerhofquai und den nördlichen Stadtteil mit der Hofkirche.,47.0505452,8.3054682,Nein,Luzern,lcmt-nabi-pctmp_ead_zing_13345_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163032013,"Luzern, Ortsteilansicht",Luzern LU. Stadtbild. Blick vom Bahnhofquai aus nordwärts gegen das Schweizerhofquai und den nördlichen Stadtteil mit der Hofkirche.,1910,Rudolf Zinggeler,,Switzerland,Kanton Luzern,Luzern,47.0556023,8.3140829,4,False,1,0.86,https://www.openstreetmap.org/?mlat=47.0556023&mlon=8.3140829&zoom=14
"Luzern, Gletschergarten, Teilansicht","Luzern LU. Anlagen, Sehenswürdigkeiten. Partie im Gletschergarten.",47.0505452,8.3054682,Nein,Luzern,lcmt-nabi-pctmp_ead_zing_13346_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163032046,"Luzern, Gletschergarten, Teilansicht","Luzern LU. Anlagen, Sehenswürdigkeiten. Partie im Gletschergarten.",1910,Rudolf Zinggeler,,Switzerland,Kanton Luzern,Luzern,47.0589209,8.3104124,4,False,1,1.0,https://www.openstreetmap.org/?mlat=47.0589209&mlon=8.3104124&zoom=14
"Wettingen, Ortsteilansicht",Dorfbild. Blick aus der gedeckten Holzbrücke über die Limmat nach dem alten Dorfteil bei und mit dem Kloster.',47.465839,8.3266114,Nein,Wettingen,lcmt-nabi-pctmp_ead_zing_13349_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163032188,"Wettingen, Ortsteilansicht",Dorfbild. Blick aus der gedeckten Holzbrücke über die Limmat nach dem alten Dorfteil bei und mit dem Kloster.',1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Wettingen,47.4561234,8.315516,4,False,1,1.36,https://www.openstreetmap.org/?mlat=47.4561234&mlon=8.315516&zoom=14
"Wettingen, Kloster, Teilansicht","Wettingen AG. Landschaft, Siedlung. Das Kloster Wettingen mit Nachbargebäulichkeiten, eingebettet zwischen Kulturland mit Aehrenfeld und einem Waldhügel; Ansicht von Osten. Aufnahme um 1920?.",47.465839,8.3266114,Nein,Wettingen,lcmt-nabi-pctmp_ead_zing_13350_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163032258,"Wettingen, Kloster, Teilansicht","Wettingen AG. Landschaft, Siedlung. Das Kloster Wettingen mit Nachbargebäulichkeiten, eingebettet zwischen Kulturland mit Aehrenfeld und einem Waldhügel; Ansicht von Osten. Aufnahme um 1920?.",1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Wettingen,47.4561234,8.315516,4,False,1,1.36,https://www.openstreetmap.org/?mlat=47.4561234&mlon=8.315516&zoom=14
"Wettingen, Klosterkirche, Teilinnenansicht",Wettingen AG. Ehemaliges Kloster Wettingen. lnneres der Kirche: Blick aus einem Seitenschiff schräg hinüber ins Hauptschiff. Aufnahme um 1920?.,47.465839,8.3266114,Nein,Wettingen,lcmt-nabi-pctmp_ead_zing_13351_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163032307,"Wettingen, Klosterkirche, Teilinnenansicht",Wettingen AG. Ehemaliges Kloster Wettingen. lnneres der Kirche: Blick aus einem Seitenschiff schräg hinüber ins Hauptschiff. Aufnahme um 1920?.,1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Wettingen,47.4561234,8.315516,4,False,1,1.36,https://www.openstreetmap.org/?mlat=47.4561234&mlon=8.315516&zoom=14
"Wettingen, Klosterkirche, Teilinnenansicht",Wettingen AG. Klosterkirche. lnnen-Detail: Teilansicht des Chorgestühls. Aufnahme um 1920?.,47.465839,8.3266114,Nein,Wettingen,lcmt-nabi-pctmp_ead_zing_13352_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163032332,"Wettingen, Klosterkirche, Teilinnenansicht",Wettingen AG. Klosterkirche. lnnen-Detail: Teilansicht des Chorgestühls. Aufnahme um 1920?.,1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Wettingen,47.4561234,8.315516,4,False,1,1.36,https://www.openstreetmap.org/?mlat=47.4561234&mlon=8.315516&zoom=14
"Wettingen, Klosterkirche, Teilinnenansicht",Wettingen AG. Ehemaliges Kloster Wettingen. lnneres der Kirche: Gesamtansicht des Chorgestühls; Blick über die Mittelachse gegen den Lettner und das Kirchenschiff. Aufnahme um 1920?.,47.465839,8.3266114,Nein,Wettingen,lcmt-nabi-pctmp_ead_zing_13353_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163032361,"Wettingen, Klosterkirche, Teilinnenansicht",Wettingen AG. Ehemaliges Kloster Wettingen. lnneres der Kirche: Gesamtansicht des Chorgestühls; Blick über die Mittelachse gegen den Lettner und das Kirchenschiff. Aufnahme um 1920?.,1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Wettingen,47.4561234,8.315516,4,False,1,1.36,https://www.openstreetmap.org/?mlat=47.4561234&mlon=8.315516&zoom=14
"Wettingen, Kloster, Teilinnenansicht",Wettingen AG. Ehemaliges Kloster Wettingen. Der Kreuzgang; lnnenansicht eines Traktes mit Wandbank und Fries von Reliefs menschlicher Gestalten. Aufnahme um 1920?.,47.465839,8.3266114,Nein,Wettingen,lcmt-nabi-pctmp_ead_zing_13354_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163032388,"Wettingen, Kloster, Teilinnenansicht",Wettingen AG. Ehemaliges Kloster Wettingen. Der Kreuzgang; lnnenansicht eines Traktes mit Wandbank und Fries von Reliefs menschlicher Gestalten. Aufnahme um 1920?.,1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Wettingen,47.4561234,8.315516,4,False,1,1.36,https://www.openstreetmap.org/?mlat=47.4561234&mlon=8.315516&zoom=14
"Wettingen, Klosterkirche, Teilinnenansicht",Wettingen AG. Ehemaliges Kloster Wettingen. lnneres: Längsblick durch mehrere Spitzbogen des rechten Seitenschiffes; Reliefplastiken. Aufnahme um 1920?.,47.465839,8.3266114,Nein,Wettingen,lcmt-nabi-pctmp_ead_zing_13355_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163032444,"Wettingen, Klosterkirche, Teilinnenansicht",Wettingen AG. Ehemaliges Kloster Wettingen. lnneres: Längsblick durch mehrere Spitzbogen des rechten Seitenschiffes; Reliefplastiken. Aufnahme um 1920?.,1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Wettingen,47.4561234,8.315516,4,False,1,1.36,https://www.openstreetmap.org/?mlat=47.4561234&mlon=8.315516&zoom=14
"Wettingen, Kloster, Teilinnenansicht",Wettingen AG. Ehemaliges Kloster Wettingen. Blick aus einer Spitzbogentüre des Kreuzganges hinaus in den Klostergarten. Aufnahme um 1920?.,47.465839,8.3266114,Nein,Wettingen,lcmt-nabi-pctmp_ead_zing_13356_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163032515,"Wettingen, Kloster, Teilinnenansicht",Wettingen AG. Ehemaliges Kloster Wettingen. Blick aus einer Spitzbogentüre des Kreuzganges hinaus in den Klostergarten. Aufnahme um 1920?.,1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Wettingen,47.4561234,8.315516,4,False,1,1.36,https://www.openstreetmap.org/?mlat=47.4561234&mlon=8.315516&zoom=14
"Wettingen, Klosterkirche, Teilinnenansicht",Wettingen AG. Ehemaliges Kloster Wettingen. lnnenansicht: Partie des Mittelschiffes mit linker Arkadenwand und Kanzel; Fussbodenpartie mit mehreren Grabplatten. Aufnahme um 1920?.,47.465839,8.3266114,Nein,Wettingen,lcmt-nabi-pctmp_ead_zing_13357_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163032539,"Wettingen, Klosterkirche, Teilinnenansicht",Wettingen AG. Ehemaliges Kloster Wettingen. lnnenansicht: Partie des Mittelschiffes mit linker Arkadenwand und Kanzel; Fussbodenpartie mit mehreren Grabplatten. Aufnahme um 1920?.,1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Wettingen,47.4561234,8.315516,4,False,1,1.36,https://www.openstreetmap.org/?mlat=47.4561234&mlon=8.315516&zoom=14
"Wettingen, Kloster, Teilansicht",Wettingen AG. Ehemaliges Kloster Wettingen. Der Kostergarten mit Teilansicht der Kirche und des Kreuzganges. Aufnahme um 1920?.,47.465839,8.3266114,Nein,Wettingen,lcmt-nabi-pctmp_ead_zing_13358_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163032551,"Wettingen, Kloster, Teilansicht",Wettingen AG. Ehemaliges Kloster Wettingen. Der Kostergarten mit Teilansicht der Kirche und des Kreuzganges. Aufnahme um 1920?.,1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Wettingen,47.4561234,8.315516,4,False,1,1.36,https://www.openstreetmap.org/?mlat=47.4561234&mlon=8.315516&zoom=14
"Wettingen, Kloster, Teilansicht",Ehemaliges Kloster. Anlagen mit Zierbüschen beim Zugang; Teilansicht der Kirche und der Nebengebäude.',47.465839,8.3266114,Nein,Wettingen,lcmt-nabi-pctmp_ead_zing_13359_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163032582,"Wettingen, Kloster, Teilansicht",Ehemaliges Kloster. Anlagen mit Zierbüschen beim Zugang; Teilansicht der Kirche und der Nebengebäude.',1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Wettingen,47.4561234,8.315516,4,False,1,1.36,https://www.openstreetmap.org/?mlat=47.4561234&mlon=8.315516&zoom=14
"Bremgarten (AG), Reussufer, Landschaft","Bremgarten AG. Landschaft. Winterimpression mit der Reuss und deren nördlichem Uferhang, Spazierweg. Blick gegen Westen nach der Eisenbahnbrücke und dem Muri-Amtshof",46.9767749,7.4374969,Nein,Bremgarten,lcmt-nabi-pctmp_ead_zing_13360_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163032625,"Bremgarten (AG), Reussufer, Landschaft","Bremgarten AG. Landschaft. Winterimpression mit der Reuss und deren nördlichem Uferhang, Spazierweg. Blick gegen Westen nach der Eisenbahnbrücke und dem Muri-Amtshof",1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.35109,8.34214,3,True,0,80.06,https://www.openstreetmap.org/?mlat=47.35109&mlon=8.34214&zoom=14
"Bremgarten (AG) Reussufer, Landschaft",Bremgarten AG. Landschaft. Spazierweg im winterlich verschneiten Laubgehölz am nördlichen Uferhang der Reuss bei Bremgarten,46.9767749,7.4374969,Nein,Bremgarten,lcmt-nabi-pctmp_ead_zing_13361_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163032712,"Bremgarten (AG) Reussufer, Landschaft",Bremgarten AG. Landschaft. Spazierweg im winterlich verschneiten Laubgehölz am nördlichen Uferhang der Reuss bei Bremgarten,1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.35109,8.34214,3,True,0,80.06,https://www.openstreetmap.org/?mlat=47.35109&mlon=8.34214&zoom=14
"Bremgarten (AG), Reussufer, Landschaft",Bremgarten AG. Landschaftsmotiv mit Spazierweg am nördlichen Uferhang der Reuss bei Bremgarten; Durchblick gegen Westen nach der Eisenbahnbrücke; Winterbild,46.9767749,7.4374969,Nein,Bremgarten,lcmt-nabi-pctmp_ead_zing_13362_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163032750,"Bremgarten (AG), Reussufer, Landschaft",Bremgarten AG. Landschaftsmotiv mit Spazierweg am nördlichen Uferhang der Reuss bei Bremgarten; Durchblick gegen Westen nach der Eisenbahnbrücke; Winterbild,1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.35109,8.34214,3,True,0,80.06,https://www.openstreetmap.org/?mlat=47.35109&mlon=8.34214&zoom=14
"Bremgarten (AG), Reussufer, Landschaft",Bremgarten AG. Winterlandschaft an der Reuss. Durchblick unter der Eisenbahnbrücke gegen Osten auf die Reuss,46.9767749,7.4374969,Nein,Bremgarten,lcmt-nabi-pctmp_ead_zing_13363_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163032801,"Bremgarten (AG), Reussufer, Landschaft",Bremgarten AG. Winterlandschaft an der Reuss. Durchblick unter der Eisenbahnbrücke gegen Osten auf die Reuss,1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.35109,8.34214,3,True,0,80.06,https://www.openstreetmap.org/?mlat=47.35109&mlon=8.34214&zoom=14
"Bremgarten (AG), Reuss , Landschaft","Bremgarten AG. Landschaft, Natur, Technik. Winterbild der Reuss mit der Brücke der BD-Bahn. Blick von Norden gegen Süden; Westseite der Brücke",46.9767749,7.4374969,Nein,Bremgarten,lcmt-nabi-pctmp_ead_zing_13364_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163032816,"Bremgarten (AG), Reuss, Landschaft","Bremgarten AG. Landschaft, Natur, Technik. Winterbild der Reuss mit der Brücke der BD-Bahn. Blick von Norden gegen Süden; Westseite der Brücke",1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.35109,8.34214,3,True,0,80.06,https://www.openstreetmap.org/?mlat=47.35109&mlon=8.34214&zoom=14
"Bremgarten (AG), Ortsteilansicht",Bremgarten AG. Stadtbild. Parkanlage mit Spazierweg beim Schulhaus; Durchblick gegen Westen nach dem Spittelturm; Winterbild,46.9767749,7.4374969,Nein,Bremgarten,lcmt-nabi-pctmp_ead_zing_13365_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163032886,"Bremgarten (AG), Ortsteilansicht",Bremgarten AG. Stadtbild. Parkanlage mit Spazierweg beim Schulhaus; Durchblick gegen Westen nach dem Spittelturm; Winterbild,1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.3306346,8.3417386,4,False,1,78.89,https://www.openstreetmap.org/?mlat=47.3306346&mlon=8.3417386&zoom=14
"Bremgarten (AG, Ortsgesamtansicht","Bremgarten AG. Landschaft, Siedlung. Gelände mit Bäumen im Westen von Bremgarten; Blick gegen Osten nach der Unterstadt",46.9767749,7.4374969,Nein,Bremgarten,lcmt-nabi-pctmp_ead_zing_13366_pctmp.jpg,circa 1920,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M163032932,"Bremgarten (AG), Ortsgesamtansicht","Bremgarten AG. Landschaft, Siedlung. Gelände mit Bäumen im Westen von Bremgarten; Blick gegen Osten nach der Unterstadt",1920,Rudolf Zinggeler,,Switzerland,Kanton Aargau,Bremgarten,47.35109,8.34214,3,True,0,80.06,https://www.openstreetmap.org/?mlat=47.35109&mlon=8.34214&zoom=14
